time,side,ticker_id,mv_up_composite_labels,price_drift_abs_1_df006,dist_lower_bb_50_2.0_df055
2008-07-28 00:00:00+00,LONG,900,1.0,0.022830311,0.064660706
2008-07-29 00:00:00+00,LONG,900,0.0,0.023695111,0.032798607
2008-07-31 00:00:00+00,LONG,730,0.0,0.033566434,0.041864734
2008-08-01 00:00:00+00,LONG,730,0.0,0.03788904,0.05106766
2008-08-05 00:00:00+00,LONG,1817,0.0,0.034672536,0.053300783
2008-09-26 00:00:00+00,LONG,2196,0.0,0.025732031,0.02977814
2008-10-06 00:00:00+00,LONG,975,0.0,0.03241252,0.028197326
2008-10-10 00:00:00+00,LONG,2159,1.0,0.012458472,0.046588704
2008-10-10 00:00:00+00,LONG,2291,0.0,0.019178081,0.069751866
2008-10-10 00:00:00+00,LONG,2391,0.0,0.02438556,0.04601378
2008-10-10 00:00:00+00,LONG,2979,0.0,0.021681998,0.070544004
2008-10-14 00:00:00+00,LONG,2408,0.0,0.014825273,0.04255836
2008-10-14 00:00:00+00,LONG,1308,0.0,0.021687884,0.042089622
2008-10-16 00:00:00+00,LONG,73,0.35452897508170833,0.011525167,0.052735433
2008-10-16 00:00:00+00,LONG,2365,0.0,0.02302905,0.032058172
2008-10-16 00:00:00+00,LONG,1411,0.0,0.021590201,0.033791047
2008-10-16 00:00:00+00,LONG,4088,0.8666666666666667,0.019414894,0.038636427
2008-10-17 00:00:00+00,LONG,1012,0.19401099999809823,0.011885895,0.03836242
2008-10-17 00:00:00+00,LONG,1087,1.0,0.009835259,0.050761193
2008-11-20 00:00:00+00,LONG,2568,0.0,0.028397566,0.05614421
2008-11-21 00:00:00+00,LONG,3199,1.0,0.022424666,0.043844268
2008-11-21 00:00:00+00,LONG,3641,0.0,0.024945175,0.04018826
2008-11-21 00:00:00+00,LONG,3681,0.0,0.030952381,0.06984821
2008-12-18 00:00:00+00,LONG,2761,0.0,0.017745303,0.037523866
2008-12-19 00:00:00+00,LONG,2761,0.0,0.025641026,0.040641908
2009-03-03 00:00:00+00,LONG,192,1.0,0.02474047,0.037085738
2009-03-03 00:00:00+00,LONG,2930,0.4854509564144737,0.036836404,0.051201466
2009-03-05 00:00:00+00,LONG,2262,1.0,0.036140352,0.06591334
2009-03-05 00:00:00+00,LONG,2965,1.0,0.0342437,0.02766778
2009-03-05 00:00:00+00,LONG,3052,1.0,0.028309742,0.06990926
