time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_50_2.0_df055,joint_fall_flag_1_10_df042,price_to_sales_rev_growth_zscore_universe_df073
2005-08-03 00:00:00+00,SHORT,1462,0.43257502209989424,0.018744139,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,3538,0.5076889765440764,-0.002553486,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,1650,0.0,0.03760141,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,3703,0.2442184300947241,0.048741207,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,1967,0.45275658080371994,0.0104578575,0.0,-0.0458
2005-08-04 00:00:00+00,SHORT,1650,0.0,0.0172264,0.0,-0.0465
2005-08-05 00:00:00+00,SHORT,1650,0.0,-0.0010268416,0.0,-0.0467
2005-08-09 00:00:00+00,SHORT,1650,0.0,0.0053213523,0.0,-0.0429
2005-08-26 00:00:00+00,SHORT,3255,0.0,0.0018820935,0.0,-0.0203
2005-09-01 00:00:00+00,SHORT,710,0.4630715922002752,0.024692021,0.0,-0.0382
2005-09-02 00:00:00+00,SHORT,710,0.2122677002308438,0.0064272094,0.0,-0.0378
2005-09-06 00:00:00+00,SHORT,3255,0.0,-0.0018224667,0.0,-0.024
2005-09-09 00:00:00+00,SHORT,3100,0.7221528873003898,0.009655219,0.0,-0.037
2005-09-13 00:00:00+00,SHORT,1650,1.0,0.017134693,0.0,-0.0437
2005-10-04 00:00:00+00,SHORT,780,1.0,-0.0023875232,0.0,-0.0342
2005-10-04 00:00:00+00,SHORT,843,0.0,-0.0038116858,0.0,-0.039
2005-10-04 00:00:00+00,SHORT,3283,0.5417634369747267,0.020526223,0.0,-0.0283
2005-11-04 00:00:00+00,SHORT,1423,0.29184499300365213,0.03058388,0.0,-0.0275
2005-11-07 00:00:00+00,SHORT,1423,0.14558553310340624,0.017636424,0.0,-0.0367
